record_id,source_record_id,raw_text_path_in_master,resolved_detail_txt_path,detail_txt_path_status,detail_txt_found,detail_txt_note,ic50_before_status,ic50_after_status,ic50_raw_from_text,ic50_changed,bibliography_before_nonmissing_count,bibliography_after_nonmissing_count,bibliography_changed,additional_information_changed,database_reference_changed,notes_after
biopep_ace_000464,9218,E:\MYS\PepDB\DB\raw\ace\databases\BIOPEP_UWM\experimental\raw_txt\detail_cards\detail_report_9218.txt,E:\MYS\PepDB\DB\raw\ace\databases\BIOPEP_UWM\experimental\raw_txt\detail_cards\detail_report_9218.txt,raw_text_path_exists,1,detail_txt_read_ok,numeric_no_unit,exact_molar,IC50 : 307.50 µM,1,0,5,1,1,0,
biopep_ace_000465,9219,E:\MYS\PepDB\DB\raw\ace\databases\BIOPEP_UWM\experimental\raw_txt\detail_cards\detail_report_9219.txt,E:\MYS\PepDB\DB\raw\ace\databases\BIOPEP_UWM\experimental\raw_txt\detail_cards\detail_report_9219.txt,raw_text_path_exists,1,detail_txt_read_ok,numeric_no_unit,exact_molar,IC50 : 367.10 µM,1,0,5,1,1,0,
biopep_ace_000466,9220,E:\MYS\PepDB\DB\raw\ace\databases\BIOPEP_UWM\experimental\raw_txt\detail_cards\detail_report_9220.txt,E:\MYS\PepDB\DB\raw\ace\databases\BIOPEP_UWM\experimental\raw_txt\detail_cards\detail_report_9220.txt,raw_text_path_exists,1,detail_txt_read_ok,numeric_no_unit,exact_molar,IC50 : 686.20 µM,1,0,5,1,1,0,
biopep_ace_000467,9229,E:\MYS\PepDB\DB\raw\ace\databases\BIOPEP_UWM\experimental\raw_txt\detail_cards\detail_report_9229.txt,E:\MYS\PepDB\DB\raw\ace\databases\BIOPEP_UWM\experimental\raw_txt\detail_cards\detail_report_9229.txt,raw_text_path_exists,1,detail_txt_read_ok,numeric_no_unit,exact_molar,IC50 : 15.63 µM,1,0,5,1,1,0,
biopep_ace_000468,9230,E:\MYS\PepDB\DB\raw\ace\databases\BIOPEP_UWM\experimental\raw_txt\detail_cards\detail_report_9230.txt,E:\MYS\PepDB\DB\raw\ace\databases\BIOPEP_UWM\experimental\raw_txt\detail_cards\detail_report_9230.txt,raw_text_path_exists,1,detail_txt_read_ok,numeric_no_unit,exact_molar,IC50 : 63.70 µM,1,0,5,1,1,0,
biopep_ace_000469,9232,E:\MYS\PepDB\DB\raw\ace\databases\BIOPEP_UWM\experimental\raw_txt\detail_cards\detail_report_9232.txt,E:\MYS\PepDB\DB\raw\ace\databases\BIOPEP_UWM\experimental\raw_txt\detail_cards\detail_report_9232.txt,raw_text_path_exists,1,detail_txt_read_ok,numeric_no_unit,exact_molar,IC50 : 144.80 µM,1,0,5,1,1,0,
biopep_ace_000470,9234,E:\MYS\PepDB\DB\raw\ace\databases\BIOPEP_UWM\experimental\raw_txt\detail_cards\detail_report_9234.txt,E:\MYS\PepDB\DB\raw\ace\databases\BIOPEP_UWM\experimental\raw_txt\detail_cards\detail_report_9234.txt,raw_text_path_exists,1,detail_txt_read_ok,numeric_no_unit,exact_molar,IC50 : 716.90 µM,1,0,5,1,1,0,
biopep_ace_000471,9236,E:\MYS\PepDB\DB\raw\ace\databases\BIOPEP_UWM\experimental\raw_txt\detail_cards\detail_report_9236.txt,E:\MYS\PepDB\DB\raw\ace\databases\BIOPEP_UWM\experimental\raw_txt\detail_cards\detail_report_9236.txt,raw_text_path_exists,1,detail_txt_read_ok,numeric_no_unit,exact_molar,IC50 : 116.90 µM,1,0,5,1,1,0,
biopep_ace_000472,9237,E:\MYS\PepDB\DB\raw\ace\databases\BIOPEP_UWM\experimental\raw_txt\detail_cards\detail_report_9237.txt,E:\MYS\PepDB\DB\raw\ace\databases\BIOPEP_UWM\experimental\raw_txt\detail_cards\detail_report_9237.txt,raw_text_path_exists,1,detail_txt_read_ok,numeric_no_unit,exact_molar,IC50 : 0.36 µM,1,0,5,1,1,0,
biopep_ace_000473,9238,E:\MYS\PepDB\DB\raw\ace\databases\BIOPEP_UWM\experimental\raw_txt\detail_cards\detail_report_9238.txt,E:\MYS\PepDB\DB\raw\ace\databases\BIOPEP_UWM\experimental\raw_txt\detail_cards\detail_report_9238.txt,raw_text_path_exists,1,detail_txt_read_ok,numeric_no_unit,exact_molar,IC50 : 132.00 µM,1,0,5,1,1,0,
biopep_ace_000474,9239,E:\MYS\PepDB\DB\raw\ace\databases\BIOPEP_UWM\experimental\raw_txt\detail_cards\detail_report_9239.txt,E:\MYS\PepDB\DB\raw\ace\databases\BIOPEP_UWM\experimental\raw_txt\detail_cards\detail_report_9239.txt,raw_text_path_exists,1,detail_txt_read_ok,numeric_no_unit,exact_molar,IC50 : 89.00 µM,1,0,5,1,1,0,
biopep_ace_000475,9240,E:\MYS\PepDB\DB\raw\ace\databases\BIOPEP_UWM\experimental\raw_txt\detail_cards\detail_report_9240.txt,E:\MYS\PepDB\DB\raw\ace\databases\BIOPEP_UWM\experimental\raw_txt\detail_cards\detail_report_9240.txt,raw_text_path_exists,1,detail_txt_read_ok,numeric_no_unit,exact_molar,IC50 : 71.00 µM,1,0,5,1,1,0,
biopep_ace_000476,9241,E:\MYS\PepDB\DB\raw\ace\databases\BIOPEP_UWM\experimental\raw_txt\detail_cards\detail_report_9241.txt,E:\MYS\PepDB\DB\raw\ace\databases\BIOPEP_UWM\experimental\raw_txt\detail_cards\detail_report_9241.txt,raw_text_path_exists,1,detail_txt_read_ok,numeric_no_unit,exact_molar,IC50 : 0.80 µM,1,0,5,1,1,0,
biopep_ace_000477,9242,E:\MYS\PepDB\DB\raw\ace\databases\BIOPEP_UWM\experimental\raw_txt\detail_cards\detail_report_9242.txt,E:\MYS\PepDB\DB\raw\ace\databases\BIOPEP_UWM\experimental\raw_txt\detail_cards\detail_report_9242.txt,raw_text_path_exists,1,detail_txt_read_ok,numeric_no_unit,exact_molar,IC50 : 0.53 µM,1,0,5,1,1,0,
biopep_ace_000478,9243,E:\MYS\PepDB\DB\raw\ace\databases\BIOPEP_UWM\experimental\raw_txt\detail_cards\detail_report_9243.txt,E:\MYS\PepDB\DB\raw\ace\databases\BIOPEP_UWM\experimental\raw_txt\detail_cards\detail_report_9243.txt,raw_text_path_exists,1,detail_txt_read_ok,numeric_no_unit,exact_molar,IC50 : 0.29 µM,1,0,5,1,1,0,
biopep_ace_000479,9244,E:\MYS\PepDB\DB\raw\ace\databases\BIOPEP_UWM\experimental\raw_txt\detail_cards\detail_report_9244.txt,E:\MYS\PepDB\DB\raw\ace\databases\BIOPEP_UWM\experimental\raw_txt\detail_cards\detail_report_9244.txt,raw_text_path_exists,1,detail_txt_read_ok,numeric_no_unit,exact_molar,IC50 : 18.34 µM,1,0,5,1,1,0,
biopep_ace_000480,9245,E:\MYS\PepDB\DB\raw\ace\databases\BIOPEP_UWM\experimental\raw_txt\detail_cards\detail_report_9245.txt,E:\MYS\PepDB\DB\raw\ace\databases\BIOPEP_UWM\experimental\raw_txt\detail_cards\detail_report_9245.txt,raw_text_path_exists,1,detail_txt_read_ok,numeric_no_unit,exact_molar,IC50 : 20.00 µM,1,0,5,1,1,0,
biopep_ace_000481,9246,E:\MYS\PepDB\DB\raw\ace\databases\BIOPEP_UWM\experimental\raw_txt\detail_cards\detail_report_9246.txt,E:\MYS\PepDB\DB\raw\ace\databases\BIOPEP_UWM\experimental\raw_txt\detail_cards\detail_report_9246.txt,raw_text_path_exists,1,detail_txt_read_ok,numeric_no_unit,exact_molar,IC50 : 9.49 µM,1,0,5,1,1,0,
biopep_ace_000482,9247,E:\MYS\PepDB\DB\raw\ace\databases\BIOPEP_UWM\experimental\raw_txt\detail_cards\detail_report_9247.txt,E:\MYS\PepDB\DB\raw\ace\databases\BIOPEP_UWM\experimental\raw_txt\detail_cards\detail_report_9247.txt,raw_text_path_exists,1,detail_txt_read_ok,numeric_no_unit,exact_molar,IC50 : 18.58 µM,1,0,5,1,1,0,
biopep_ace_000483,9248,E:\MYS\PepDB\DB\raw\ace\databases\BIOPEP_UWM\experimental\raw_txt\detail_cards\detail_report_9248.txt,E:\MYS\PepDB\DB\raw\ace\databases\BIOPEP_UWM\experimental\raw_txt\detail_cards\detail_report_9248.txt,raw_text_path_exists,1,detail_txt_read_ok,numeric_no_unit,exact_molar,IC50 : 36.70 µM,1,0,5,1,1,0,
biopep_ace_000484,9250,E:\MYS\PepDB\DB\raw\ace\databases\BIOPEP_UWM\experimental\raw_txt\detail_cards\detail_report_9250.txt,E:\MYS\PepDB\DB\raw\ace\databases\BIOPEP_UWM\experimental\raw_txt\detail_cards\detail_report_9250.txt,raw_text_path_exists,1,detail_txt_read_ok,numeric_no_unit,exact_molar,IC50 : 232.80 µM,1,0,5,1,1,0,
biopep_ace_000485,9251,E:\MYS\PepDB\DB\raw\ace\databases\BIOPEP_UWM\experimental\raw_txt\detail_cards\detail_report_9251.txt,E:\MYS\PepDB\DB\raw\ace\databases\BIOPEP_UWM\experimental\raw_txt\detail_cards\detail_report_9251.txt,raw_text_path_exists,1,detail_txt_read_ok,numeric_no_unit,numeric_no_unit,,0,0,5,1,1,0,ic50_needs_manual_review
biopep_ace_000486,9253,E:\MYS\PepDB\DB\raw\ace\databases\BIOPEP_UWM\experimental\raw_txt\detail_cards\detail_report_9253.txt,E:\MYS\PepDB\DB\raw\ace\databases\BIOPEP_UWM\experimental\raw_txt\detail_cards\detail_report_9253.txt,raw_text_path_exists,1,detail_txt_read_ok,numeric_no_unit,exact_molar,IC50 : 8.15 µM,1,0,5,1,1,0,
biopep_ace_000487,9254,E:\MYS\PepDB\DB\raw\ace\databases\BIOPEP_UWM\experimental\raw_txt\detail_cards\detail_report_9254.txt,E:\MYS\PepDB\DB\raw\ace\databases\BIOPEP_UWM\experimental\raw_txt\detail_cards\detail_report_9254.txt,raw_text_path_exists,1,detail_txt_read_ok,numeric_no_unit,exact_molar,IC50 : 20.08 µM,1,0,5,1,1,0,
biopep_ace_000488,9260,E:\MYS\PepDB\DB\raw\ace\databases\BIOPEP_UWM\experimental\raw_txt\detail_cards\detail_report_9260.txt,E:\MYS\PepDB\DB\raw\ace\databases\BIOPEP_UWM\experimental\raw_txt\detail_cards\detail_report_9260.txt,raw_text_path_exists,1,detail_txt_read_ok,numeric_no_unit,exact_molar,IC50 : 8.00 µM,1,0,5,1,1,0,
biopep_ace_000489,9265,E:\MYS\PepDB\DB\raw\ace\databases\BIOPEP_UWM\experimental\raw_txt\detail_cards\detail_report_9265.txt,E:\MYS\PepDB\DB\raw\ace\databases\BIOPEP_UWM\experimental\raw_txt\detail_cards\detail_report_9265.txt,raw_text_path_exists,1,detail_txt_read_ok,numeric_no_unit,exact_molar,IC50 : 235.00 µM,1,0,5,1,1,0,
biopep_ace_000490,9273,E:\MYS\PepDB\DB\raw\ace\databases\BIOPEP_UWM\experimental\raw_txt\detail_cards\detail_report_9273.txt,E:\MYS\PepDB\DB\raw\ace\databases\BIOPEP_UWM\experimental\raw_txt\detail_cards\detail_report_9273.txt,raw_text_path_exists,1,detail_txt_read_ok,numeric_no_unit,exact_molar,IC50 : 0.00 µM,1,0,5,1,1,0,
biopep_ace_000491,9282,E:\MYS\PepDB\DB\raw\ace\databases\BIOPEP_UWM\experimental\raw_txt\detail_cards\detail_report_9282.txt,E:\MYS\PepDB\DB\raw\ace\databases\BIOPEP_UWM\experimental\raw_txt\detail_cards\detail_report_9282.txt,raw_text_path_exists,1,detail_txt_read_ok,numeric_no_unit,exact_molar,IC50 : 0.00 µM,1,0,5,1,1,0,
biopep_ace_000492,9283,E:\MYS\PepDB\DB\raw\ace\databases\BIOPEP_UWM\experimental\raw_txt\detail_cards\detail_report_9283.txt,E:\MYS\PepDB\DB\raw\ace\databases\BIOPEP_UWM\experimental\raw_txt\detail_cards\detail_report_9283.txt,raw_text_path_exists,1,detail_txt_read_ok,numeric_no_unit,exact_molar,IC50 : 300.70 µM,1,0,5,1,1,0,
biopep_ace_000493,9284,E:\MYS\PepDB\DB\raw\ace\databases\BIOPEP_UWM\experimental\raw_txt\detail_cards\detail_report_9284.txt,E:\MYS\PepDB\DB\raw\ace\databases\BIOPEP_UWM\experimental\raw_txt\detail_cards\detail_report_9284.txt,raw_text_path_exists,1,detail_txt_read_ok,numeric_no_unit,exact_molar,IC50 : 21.46 µM,1,0,5,1,1,0,
biopep_ace_000494,9309,E:\MYS\PepDB\DB\raw\ace\databases\BIOPEP_UWM\experimental\raw_txt\detail_cards\detail_report_9309.txt,E:\MYS\PepDB\DB\raw\ace\databases\BIOPEP_UWM\experimental\raw_txt\detail_cards\detail_report_9309.txt,raw_text_path_exists,1,detail_txt_read_ok,numeric_no_unit,exact_molar,IC50 : 0.00 µM,1,0,5,1,1,0,
biopep_ace_000495,9325,E:\MYS\PepDB\DB\raw\ace\databases\BIOPEP_UWM\experimental\raw_txt\detail_cards\detail_report_9325.txt,E:\MYS\PepDB\DB\raw\ace\databases\BIOPEP_UWM\experimental\raw_txt\detail_cards\detail_report_9325.txt,raw_text_path_exists,1,detail_txt_read_ok,numeric_no_unit,exact_molar,IC50 : 16.00 µM,1,0,5,1,1,0,
biopep_ace_000496,9326,E:\MYS\PepDB\DB\raw\ace\databases\BIOPEP_UWM\experimental\raw_txt\detail_cards\detail_report_9326.txt,E:\MYS\PepDB\DB\raw\ace\databases\BIOPEP_UWM\experimental\raw_txt\detail_cards\detail_report_9326.txt,raw_text_path_exists,1,detail_txt_read_ok,numeric_no_unit,exact_molar,IC50 : 145.00 µM,1,0,5,1,1,0,
biopep_ace_000497,9327,E:\MYS\PepDB\DB\raw\ace\databases\BIOPEP_UWM\experimental\raw_txt\detail_cards\detail_report_9327.txt,E:\MYS\PepDB\DB\raw\ace\databases\BIOPEP_UWM\experimental\raw_txt\detail_cards\detail_report_9327.txt,raw_text_path_exists,1,detail_txt_read_ok,numeric_no_unit,exact_molar,IC50 : 526.00 µM,1,0,5,1,1,0,
biopep_ace_000498,9343,E:\MYS\PepDB\DB\raw\ace\databases\BIOPEP_UWM\experimental\raw_txt\detail_cards\detail_report_9343.txt,E:\MYS\PepDB\DB\raw\ace\databases\BIOPEP_UWM\experimental\raw_txt\detail_cards\detail_report_9343.txt,raw_text_path_exists,1,detail_txt_read_ok,numeric_no_unit,exact_molar,IC50 : 0.00 µM,1,0,5,1,1,0,
biopep_ace_000499,9350,E:\MYS\PepDB\DB\raw\ace\databases\BIOPEP_UWM\experimental\raw_txt\detail_cards\detail_report_9350.txt,E:\MYS\PepDB\DB\raw\ace\databases\BIOPEP_UWM\experimental\raw_txt\detail_cards\detail_report_9350.txt,raw_text_path_exists,1,detail_txt_read_ok,numeric_no_unit,exact_molar,IC50 : 0.61 µM,1,0,5,1,1,0,
biopep_ace_000500,9351,E:\MYS\PepDB\DB\raw\ace\databases\BIOPEP_UWM\experimental\raw_txt\detail_cards\detail_report_9351.txt,E:\MYS\PepDB\DB\raw\ace\databases\BIOPEP_UWM\experimental\raw_txt\detail_cards\detail_report_9351.txt,raw_text_path_exists,1,detail_txt_read_ok,numeric_no_unit,exact_molar,IC50 : 0.91 µM,1,0,5,1,1,0,
biopep_ace_000501,9373,E:\MYS\PepDB\DB\raw\ace\databases\BIOPEP_UWM\experimental\raw_txt\detail_cards\detail_report_9373.txt,E:\MYS\PepDB\DB\raw\ace\databases\BIOPEP_UWM\experimental\raw_txt\detail_cards\detail_report_9373.txt,raw_text_path_exists,1,detail_txt_read_ok,numeric_no_unit,exact_molar,IC50 : 0.00 µM,1,0,5,1,1,0,
biopep_ace_000502,9374,E:\MYS\PepDB\DB\raw\ace\databases\BIOPEP_UWM\experimental\raw_txt\detail_cards\detail_report_9374.txt,E:\MYS\PepDB\DB\raw\ace\databases\BIOPEP_UWM\experimental\raw_txt\detail_cards\detail_report_9374.txt,raw_text_path_exists,1,detail_txt_read_ok,numeric_no_unit,exact_molar,IC50 : 0.00 µM,1,0,5,1,1,0,
biopep_ace_000503,9375,E:\MYS\PepDB\DB\raw\ace\databases\BIOPEP_UWM\experimental\raw_txt\detail_cards\detail_report_9375.txt,E:\MYS\PepDB\DB\raw\ace\databases\BIOPEP_UWM\experimental\raw_txt\detail_cards\detail_report_9375.txt,raw_text_path_exists,1,detail_txt_read_ok,numeric_no_unit,exact_molar,IC50 : 0.00 µM,1,0,5,1,1,0,
biopep_ace_000504,9376,E:\MYS\PepDB\DB\raw\ace\databases\BIOPEP_UWM\experimental\raw_txt\detail_cards\detail_report_9376.txt,E:\MYS\PepDB\DB\raw\ace\databases\BIOPEP_UWM\experimental\raw_txt\detail_cards\detail_report_9376.txt,raw_text_path_exists,1,detail_txt_read_ok,numeric_no_unit,exact_molar,IC50 : 0.00 µM,1,0,5,1,1,0,
biopep_ace_000505,9377,E:\MYS\PepDB\DB\raw\ace\databases\BIOPEP_UWM\experimental\raw_txt\detail_cards\detail_report_9377.txt,E:\MYS\PepDB\DB\raw\ace\databases\BIOPEP_UWM\experimental\raw_txt\detail_cards\detail_report_9377.txt,raw_text_path_exists,1,detail_txt_read_ok,numeric_no_unit,exact_molar,IC50 : 0.00 µM,1,0,5,1,1,0,
biopep_ace_000506,9378,E:\MYS\PepDB\DB\raw\ace\databases\BIOPEP_UWM\experimental\raw_txt\detail_cards\detail_report_9378.txt,E:\MYS\PepDB\DB\raw\ace\databases\BIOPEP_UWM\experimental\raw_txt\detail_cards\detail_report_9378.txt,raw_text_path_exists,1,detail_txt_read_ok,numeric_no_unit,exact_molar,IC50 : 0.00 µM,1,0,5,1,1,0,
biopep_ace_000507,9379,E:\MYS\PepDB\DB\raw\ace\databases\BIOPEP_UWM\experimental\raw_txt\detail_cards\detail_report_9379.txt,E:\MYS\PepDB\DB\raw\ace\databases\BIOPEP_UWM\experimental\raw_txt\detail_cards\detail_report_9379.txt,raw_text_path_exists,1,detail_txt_read_ok,numeric_no_unit,exact_molar,IC50 : 0.00 µM,1,0,5,1,1,0,
biopep_ace_000508,9380,E:\MYS\PepDB\DB\raw\ace\databases\BIOPEP_UWM\experimental\raw_txt\detail_cards\detail_report_9380.txt,E:\MYS\PepDB\DB\raw\ace\databases\BIOPEP_UWM\experimental\raw_txt\detail_cards\detail_report_9380.txt,raw_text_path_exists,1,detail_txt_read_ok,numeric_no_unit,exact_molar,IC50 : 0.00 µM,1,0,5,1,1,0,
biopep_ace_000509,9398,E:\MYS\PepDB\DB\raw\ace\databases\BIOPEP_UWM\experimental\raw_txt\detail_cards\detail_report_9398.txt,E:\MYS\PepDB\DB\raw\ace\databases\BIOPEP_UWM\experimental\raw_txt\detail_cards\detail_report_9398.txt,raw_text_path_exists,1,detail_txt_read_ok,numeric_no_unit,exact_molar,IC50 : 2.00 µM,1,0,5,1,1,0,
biopep_ace_000510,9420,E:\MYS\PepDB\DB\raw\ace\databases\BIOPEP_UWM\experimental\raw_txt\detail_cards\detail_report_9420.txt,E:\MYS\PepDB\DB\raw\ace\databases\BIOPEP_UWM\experimental\raw_txt\detail_cards\detail_report_9420.txt,raw_text_path_exists,1,detail_txt_read_ok,numeric_no_unit,exact_molar,IC50 : 41.86 µM,1,0,5,1,1,0,
biopep_ace_000511,9422,E:\MYS\PepDB\DB\raw\ace\databases\BIOPEP_UWM\experimental\raw_txt\detail_cards\detail_report_9422.txt,E:\MYS\PepDB\DB\raw\ace\databases\BIOPEP_UWM\experimental\raw_txt\detail_cards\detail_report_9422.txt,raw_text_path_exists,1,detail_txt_read_ok,numeric_no_unit,exact_molar,IC50 : 73.25 µM,1,0,5,1,1,0,
biopep_ace_000512,9427,E:\MYS\PepDB\DB\raw\ace\databases\BIOPEP_UWM\experimental\raw_txt\detail_cards\detail_report_9427.txt,E:\MYS\PepDB\DB\raw\ace\databases\BIOPEP_UWM\experimental\raw_txt\detail_cards\detail_report_9427.txt,raw_text_path_exists,1,detail_txt_read_ok,numeric_no_unit,exact_molar,IC50 : 35.50 µM,1,0,5,1,1,0,
biopep_ace_000513,9434,E:\MYS\PepDB\DB\raw\ace\databases\BIOPEP_UWM\experimental\raw_txt\detail_cards\detail_report_9434.txt,E:\MYS\PepDB\DB\raw\ace\databases\BIOPEP_UWM\experimental\raw_txt\detail_cards\detail_report_9434.txt,raw_text_path_exists,1,detail_txt_read_ok,numeric_no_unit,exact_molar,IC50 : 175.00 µM,1,0,5,1,1,0,
biopep_ace_000514,9468,E:\MYS\PepDB\DB\raw\ace\databases\BIOPEP_UWM\experimental\raw_txt\detail_cards\detail_report_9468.txt,E:\MYS\PepDB\DB\raw\ace\databases\BIOPEP_UWM\experimental\raw_txt\detail_cards\detail_report_9468.txt,raw_text_path_exists,1,detail_txt_read_ok,numeric_no_unit,exact_molar,IC50 : 650.00 µM,1,0,5,1,1,0,
biopep_ace_000515,9473,E:\MYS\PepDB\DB\raw\ace\databases\BIOPEP_UWM\experimental\raw_txt\detail_cards\detail_report_9473.txt,E:\MYS\PepDB\DB\raw\ace\databases\BIOPEP_UWM\experimental\raw_txt\detail_cards\detail_report_9473.txt,raw_text_path_exists,1,detail_txt_read_ok,numeric_no_unit,exact_molar,IC50 : 0.00 µM,1,0,5,1,1,0,
biopep_ace_000516,9475,E:\MYS\PepDB\DB\raw\ace\databases\BIOPEP_UWM\experimental\raw_txt\detail_cards\detail_report_9475.txt,E:\MYS\PepDB\DB\raw\ace\databases\BIOPEP_UWM\experimental\raw_txt\detail_cards\detail_report_9475.txt,raw_text_path_exists,1,detail_txt_read_ok,numeric_no_unit,numeric_no_unit,,0,0,5,1,1,0,ic50_needs_manual_review
biopep_ace_000517,9539,E:\MYS\PepDB\DB\raw\ace\databases\BIOPEP_UWM\experimental\raw_txt\detail_cards\detail_report_9539.txt,E:\MYS\PepDB\DB\raw\ace\databases\BIOPEP_UWM\experimental\raw_txt\detail_cards\detail_report_9539.txt,raw_text_path_exists,1,detail_txt_read_ok,numeric_no_unit,exact_molar,IC50 : 5998.00 µM,1,0,5,1,1,0,
biopep_ace_000518,9543,E:\MYS\PepDB\DB\raw\ace\databases\BIOPEP_UWM\experimental\raw_txt\detail_cards\detail_report_9543.txt,E:\MYS\PepDB\DB\raw\ace\databases\BIOPEP_UWM\experimental\raw_txt\detail_cards\detail_report_9543.txt,raw_text_path_exists,1,detail_txt_read_ok,numeric_no_unit,exact_molar,IC50 : 3.31 µM,1,0,5,1,1,0,
biopep_ace_000519,9544,E:\MYS\PepDB\DB\raw\ace\databases\BIOPEP_UWM\experimental\raw_txt\detail_cards\detail_report_9544.txt,E:\MYS\PepDB\DB\raw\ace\databases\BIOPEP_UWM\experimental\raw_txt\detail_cards\detail_report_9544.txt,raw_text_path_exists,1,detail_txt_read_ok,numeric_no_unit,exact_molar,IC50 : 74.27 µM,1,0,5,1,1,0,
biopep_ace_000520,9551,E:\MYS\PepDB\DB\raw\ace\databases\BIOPEP_UWM\experimental\raw_txt\detail_cards\detail_report_9551.txt,E:\MYS\PepDB\DB\raw\ace\databases\BIOPEP_UWM\experimental\raw_txt\detail_cards\detail_report_9551.txt,raw_text_path_exists,1,detail_txt_read_ok,numeric_no_unit,exact_molar,IC50 : 127.90 µM,1,0,5,1,1,0,
biopep_ace_000521,9552,E:\MYS\PepDB\DB\raw\ace\databases\BIOPEP_UWM\experimental\raw_txt\detail_cards\detail_report_9552.txt,E:\MYS\PepDB\DB\raw\ace\databases\BIOPEP_UWM\experimental\raw_txt\detail_cards\detail_report_9552.txt,raw_text_path_exists,1,detail_txt_read_ok,numeric_no_unit,exact_molar,IC50 : 12.37 µM,1,0,5,1,1,0,
biopep_ace_000522,9553,E:\MYS\PepDB\DB\raw\ace\databases\BIOPEP_UWM\experimental\raw_txt\detail_cards\detail_report_9553.txt,E:\MYS\PepDB\DB\raw\ace\databases\BIOPEP_UWM\experimental\raw_txt\detail_cards\detail_report_9553.txt,raw_text_path_exists,1,detail_txt_read_ok,numeric_no_unit,exact_molar,IC50 : 0.00 µM,1,0,5,1,1,0,
biopep_ace_000523,9554,E:\MYS\PepDB\DB\raw\ace\databases\BIOPEP_UWM\experimental\raw_txt\detail_cards\detail_report_9554.txt,E:\MYS\PepDB\DB\raw\ace\databases\BIOPEP_UWM\experimental\raw_txt\detail_cards\detail_report_9554.txt,raw_text_path_exists,1,detail_txt_read_ok,numeric_no_unit,exact_molar,IC50 : 0.00 µM,1,0,5,1,1,0,
biopep_ace_000524,9557,E:\MYS\PepDB\DB\raw\ace\databases\BIOPEP_UWM\experimental\raw_txt\detail_cards\detail_report_9557.txt,E:\MYS\PepDB\DB\raw\ace\databases\BIOPEP_UWM\experimental\raw_txt\detail_cards\detail_report_9557.txt,raw_text_path_exists,1,detail_txt_read_ok,numeric_no_unit,exact_molar,IC50 : 23.94 µM,1,0,5,1,1,0,
biopep_ace_000525,9560,E:\MYS\PepDB\DB\raw\ace\databases\BIOPEP_UWM\experimental\raw_txt\detail_cards\detail_report_9560.txt,E:\MYS\PepDB\DB\raw\ace\databases\BIOPEP_UWM\experimental\raw_txt\detail_cards\detail_report_9560.txt,raw_text_path_exists,1,detail_txt_read_ok,numeric_no_unit,exact_molar,IC50 : 0.00 µM,1,0,5,1,1,0,
biopep_ace_000526,9564,E:\MYS\PepDB\DB\raw\ace\databases\BIOPEP_UWM\experimental\raw_txt\detail_cards\detail_report_9564.txt,E:\MYS\PepDB\DB\raw\ace\databases\BIOPEP_UWM\experimental\raw_txt\detail_cards\detail_report_9564.txt,raw_text_path_exists,1,detail_txt_read_ok,numeric_no_unit,exact_molar,IC50 : 120.90 µM,1,0,5,1,1,0,
biopep_ace_000527,9565,E:\MYS\PepDB\DB\raw\ace\databases\BIOPEP_UWM\experimental\raw_txt\detail_cards\detail_report_9565.txt,E:\MYS\PepDB\DB\raw\ace\databases\BIOPEP_UWM\experimental\raw_txt\detail_cards\detail_report_9565.txt,raw_text_path_exists,1,detail_txt_read_ok,numeric_no_unit,exact_molar,IC50 : 144.40 µM,1,0,5,1,1,0,
biopep_ace_000528,9566,E:\MYS\PepDB\DB\raw\ace\databases\BIOPEP_UWM\experimental\raw_txt\detail_cards\detail_report_9566.txt,E:\MYS\PepDB\DB\raw\ace\databases\BIOPEP_UWM\experimental\raw_txt\detail_cards\detail_report_9566.txt,raw_text_path_exists,1,detail_txt_read_ok,numeric_no_unit,exact_molar,IC50 : 598.10 µM,1,0,5,1,1,0,
biopep_ace_000529,9567,E:\MYS\PepDB\DB\raw\ace\databases\BIOPEP_UWM\experimental\raw_txt\detail_cards\detail_report_9567.txt,E:\MYS\PepDB\DB\raw\ace\databases\BIOPEP_UWM\experimental\raw_txt\detail_cards\detail_report_9567.txt,raw_text_path_exists,1,detail_txt_read_ok,numeric_no_unit,exact_molar,IC50 : 709.10 µM,1,0,5,1,1,0,
biopep_ace_000530,9664,E:\MYS\PepDB\DB\raw\ace\databases\BIOPEP_UWM\experimental\raw_txt\detail_cards\detail_report_9664.txt,E:\MYS\PepDB\DB\raw\ace\databases\BIOPEP_UWM\experimental\raw_txt\detail_cards\detail_report_9664.txt,raw_text_path_exists,1,detail_txt_read_ok,numeric_no_unit,exact_molar,IC50 : 2.10 µM,1,0,5,1,1,0,
biopep_ace_000531,9665,E:\MYS\PepDB\DB\raw\ace\databases\BIOPEP_UWM\experimental\raw_txt\detail_cards\detail_report_9665.txt,E:\MYS\PepDB\DB\raw\ace\databases\BIOPEP_UWM\experimental\raw_txt\detail_cards\detail_report_9665.txt,raw_text_path_exists,1,detail_txt_read_ok,numeric_no_unit,exact_molar,IC50 : 4.20 µM,1,0,5,1,1,0,
